ID;Name;Level;Element1;Element2;Health;Abilities
M3_VOLCANO_M3H15_39;Donna;39;Air;Fire;140;20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_44;Donna;44;Air;Fire;145;20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_49;Donna;49;Air;Fire;150;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_54;Donna;54;Air;Fire;155;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_59;Donna;59;Air;Fire;160;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_64;Donna;64;Air;Fire;165;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_69;Donna;69;Air;Fire;170;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_74;Donna;74;Air;Fire;175;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_79;Donna;79;Air;Fire;180;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_84;Donna;84;Air;Fire;185;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_89;Donna;89;Air;Fire;190;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_94;Donna;94;Air;Fire;195;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H15_99;Donna;99;Air;Fire;200;Whenever you play an action, your hero gains 5 {r}.|20{r}: Turn chosen light or fire card in your hand into a quick card.|Whenever you pay charge, deal three damage to the enemy hero.|You gain double charge from chains.|10{r}: Destroy all crystals in chosen column.
M3_VOLCANO_M3H7_33;Gareth;33;Light;Fire;135;If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.
M3_VOLCANO_M3H7_38;Gareth;38;Light;Fire;140;10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_43;Gareth;43;Light;Fire;145;10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_48;Gareth;48;Light;Fire;150;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_53;Gareth;53;Light;Fire;155;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_58;Gareth;58;Light;Fire;160;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_63;Gareth;63;Light;Fire;165;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_68;Gareth;68;Light;Fire;170;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_73;Gareth;73;Light;Fire;175;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_78;Gareth;78;Light;Fire;180;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_83;Gareth;83;Light;Fire;185;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_88;Gareth;88;Light;Fire;190;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_93;Gareth;93;Light;Fire;195;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H7_98;Gareth;98;Light;Fire;200;Whenever an allied troop is destroyed, if your hero has 30 or less {h}, heal 5 {h} from your hero.|10{r}: Until your next turn, whenever allied troop is damaged, this is damaged instead.|If your hero has 30 or less {h}, your hero receives half damage.|As long as your hero has 30 or less {h}, you can play troops in your hand as quick cards.|10{r}: Destroy all crystals in chosen diagonal cross.
M3_VOLCANO_M3H16_42;Yadra;42;Earth;Fire;145;25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_47;Yadra;47;Earth;Fire;150;25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_52;Yadra;52;Earth;Fire;155;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_57;Yadra;57;Earth;Fire;160;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_62;Yadra;62;Earth;Fire;165;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_67;Yadra;67;Earth;Fire;170;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_72;Yadra;72;Earth;Fire;175;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_77;Yadra;77;Earth;Fire;180;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_82;Yadra;82;Earth;Fire;185;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_87;Yadra;87;Earth;Fire;190;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_92;Yadra;92;Earth;Fire;195;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H16_97;Yadra;97;Earth;Fire;200;Whenever you play a Weapon, transform a random allied {n} of that card's element into {N}.|25{r}: You create a random Weapon from the Relegatia set in your hand.|The cost of Armors in your hand is reduced by 5.|The cost of Weapons in your hand is reduced by 5.|5{r}: Destroy all allied crystals in the bottom row.
M3_VOLCANO_M3H13_51;Laruar;51;Fire;Darkness;155;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_VOLCANO_M3H13_56;Laruar;56;Fire;Darkness;160;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_VOLCANO_M3H13_61;Laruar;61;Fire;Darkness;165;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_VOLCANO_M3H13_66;Laruar;66;Fire;Darkness;170;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
M3_VOLCANO_M3H13_71;Laruar;71;Fire;Darkness;175;Whenever your hero is damaged, your hero gains 5 {r}.|10{r}: You draw a card. You can use this ability only if an allied troop died during your opponent's last turn.|If your hero has 20 or less {h}, your hero deals double damage.|Heroes receive double damage.|30{r}: Change the element of all crystals in chosen group of the same element to darkness.
